Overall_Rank,Tier,Pos_Rank,Pos_Tier,Primary_Pos,Name,Team,Pos,PlayerId,R,HR,RBI,SB,OBP,QS+W,SV+HLD,K,ERA,WHIP,True_Value_Uninflated,Market_Value,Bargain_Value,ROI_Percent,Profile,Draft_Day_Inflation_Value,Total_Z,Target,R_Z,HR_Z,RBI_Z,SB_Z,Impact_OBP_Z,QS+W_Z,SV+HLD_Z,K_Z,Impact_ERA_Z,Impact_WHIP_Z
412,7,186,RP 7,RP,Justin Slaten,BOS,RP,25648,29.041,7.139,,,,4.121,13.447,56.143,3.987,1.254,0.0,0.0,0.0,0.0,Balanced,0.0,1.5614552703802815,False,,,,,,-0.2013262156952038,1.1177705640393505,0.028310162153001316,0.2585258776917604,0.2815301425936065
413,7,187,RP 7,RP,Tobias Myers,NYM,RP,22191,30.42,8.387,,,,3.933,5.139,53.831,4.006,1.28,0.2,0.0,0.0,0.0,Balanced,0.0,0.13502129020031953,False,,,,,,-0.22888761508345876,0.043473779588167595,-0.022741638576629013,0.23501944905005664,0.08280830332890834
414,7,40,OF 7,OF,John Rave,KCR,OF,26284,12.129,2.31,9.733,3.074,0.287,,,28.303,,,0.0,0.0,0.0,0.0,Balanced,0.0,-3.3621045169189534,False,-0.8658329145235651,-0.7896983871773215,-0.9102011818072906,-0.27311661191923153,-0.35589861049542537,,,,,
415,7,188,RP 7,RP,Erik Sabrowski,CLE,RP,24978,26.719,6.197,,,,2.433,19.456,70.585,3.747,1.344,0.0,0.0,0.0,0.0,Balanced,0.0,2.0494304856179237,False,,,,,,-0.44916814887696216,1.8947300226759605,0.34722823058327346,0.6485557960504164,-0.4198284351943494
416,7,189,RP 7,RP,Brendon Little,TOR,RP,21574,22.237,4.19,,,,2.762,16.199,55.531,3.562,1.381,0.0,0.0,0.0,0.0,Balanced,0.0,1.2403620450636759,False,,,,,,-0.4007997243093718,1.473547209067421,0.014782031204402135,0.835166354048726,-0.6248949260317977
417,7,21,1B 7,1B,Troy Johnston,COL,1B,26143,25.794,5.492,24.801,6.198,0.31,,,48.154,,,0.0,0.0,0.0,0.0,Balanced,0.0,-1.371559875163718,False,-0.3702656563326876,-0.43524176050558355,-0.35796955568174355,0.049541317562936546,-0.15906940722334315,,,,,
418,7,15,3B 7,3B,Trey Lipscomb,WSN,3B,31567,1.851,0.177,1.824,0.327,0.273,,,4.852,,,0.0,0.0,0.0,0.0,Balanced,0.0,-4.40636812581496,False,-1.238585315620232,-1.0273727254675127,-1.2000701916859455,-0.5568996876269746,-0.10918069413201117,,,,,
419,7,101,SP 7,SP,Tyler Anderson,LAA,SP,12880,50.43,13.902,,,,8.49,0.177,66.794,4.853,1.416,0.0,0.0,0.0,0.0,Balanced,0.0,-2.9049829048302636,False,,,,,,0.440107386504906,-0.5982285600085754,0.2635088423377065,-1.7146847821750286,-1.4286567616725447
420,7,41,OF 7,OF,Luis Matos,SFG,OF,26467,20.931,5.556,21.143,3.227,0.291,,,26.715,,,0.0,0.0,0.0,0.0,Balanced,0.0,-2.4662497246806705,False,-0.5466335329588038,-0.42807947889601183,-0.4920416923164557,-0.25739934456923685,-0.5035127267529742,,,,,
421,7,190,RP 7,RP,Ryan Weiss,HOU,RP,sa3007778,40.942,10.486,,,,8.466,0.817,76.61,4.323,1.327,0.0,0.0,0.0,0.0,Balanced,0.0,-0.1933654506142301,False,,,,,,0.4364725613492259,-0.5154983067492726,0.4802791430307268,-0.4009196830094392,-0.3851049112166873
422,7,102,SP 7,SP,Chase Dollander,COL,SP,33482,78.445,19.47,,,,10.558,0.0,101.441,5.471,1.495,0.0,0.0,0.0,0.0,Balanced,0.0,-6.2304033461342225,False,,,,,,0.74355509805777,-0.6211034172977374,1.0286277757400983,-4.416868831153133,-3.22100057043016
423,7,16,C 7,C,Matt Thaiss,BOS,C,19318,2.969,0.317,2.908,0.09,0.32,,,6.466,,,0.0,0.0,0.0,0.0,Balanced,0.0,-4.296335754548642,False,-1.1980605980254846,-1.0117411489050268,-1.1603609282877665,-0.5813658240944954,0.010109975361269096,,,,,
424,7,191,RP 7,RP,Francis Peña,SDP,RP,sa3019374,3.592,0.789,,,,0.6,0.73,5.389,4.37,1.444,0.0,0.0,0.0,0.0,Balanced,0.0,-2.644903109017525,False,,,,,,-0.7182683775340397,-0.5266672226201186,-1.0925016702173589,-0.043828417876341515,-0.13860708103098196
425,7,192,RP 7,RP,Jackson Rutledge,WSN,RP,26215,33.327,8.655,,,,3.029,11.527,51.603,4.648,1.372,0.0,0.0,0.0,0.0,Balanced,0.0,-1.1769707191092478,False,,,,,,-0.3616651649393699,0.8693952785074714,-0.07194949720014125,-0.8434135699711713,-0.6440061854794433
426,7,22,1B 7,1B,Jerar Encarnacion,SFG,1B/OF/DH,21871,13.206,3.965,14.799,1.341,0.279,,,37.33,,,0.0,0.0,0.0,0.0,Balanced,0.0,-3.094974516077623,False,-0.8267911667982898,-0.6052860680926079,-0.7245321085239499,-0.4521624910885511,-0.5025673312891417,,,,,
427,7,193,RP 7,RP,Jorge Alcala,TOR,RP,19459,10.858,3.227,,,,0.84,1.368,18.661,4.775,1.323,0.0,0.0,0.0,0.0,Balanced,0.0,-2.4717016791861757,False,,,,,,-0.6829822406784223,-0.4441630037111594,-0.7994233035570271,-0.3340815200676928,-0.08196912552398623
428,7,23,1B 7,1B,Justin Turner,,1B/DH,5235,16.809,3.606,17.266,1.031,0.31,,,32.135,,,0.0,0.0,0.0,0.0,Balanced,0.0,-2.6640914290275677,False,-0.6961128338640473,-0.6452863358156864,-0.6341330147294888,-0.4842291456293894,-0.11205853304054564,,,,,
429,7,194,RP 7,RP,Jesse Scholtens,TBR,RP,19205,16.839,4.698,,,,1.423,0.915,28.488,4.411,1.311,0.0,0.0,0.0,0.0,Balanced,0.0,-2.147742344131193,False,,,,,,-0.5973964948883738,-0.5027632236924664,-0.5824034633933581,-0.23985682569893135,-0.09053062749040844
430,7,195,RP 7,RP,Seth Martinez,BOS,RP,21045,6.977,1.787,,,,0.751,0.766,10.208,4.643,1.395,0.0,0.0,0.0,0.0,Balanced,0.0,-2.7030306884225523,False,,,,,,-0.6959887783992671,-0.5220060529369205,-0.9860876608575805,-0.17489682148456281,-0.17241401820273272
431,7,196,RP 7,RP,Mike Clevinger,PIT,RP,12808,17.264,4.226,,,,2.771,0.413,23.746,4.781,1.394,0.0,0.0,0.0,0.0,Balanced,0.0,-2.7345587114317285,False,,,,,,-0.39950639597247584,-0.5677289227033847,-0.6871150835679789,-0.5360645404203039,-0.4133983492370632
432,7,42,OF 7,OF,MJ Melendez,NYM,OF,22197,10.56,2.976,10.208,1.776,0.272,,,29.102,,,0.0,0.0,0.0,0.0,Balanced,0.0,-3.684843781804143,False,-0.9227616942768068,-0.7155533428090783,-0.8928103972926051,-0.40723033861043645,-0.48453497631295983,,,,,
433,7,197,RP 7,RP,Drey Jameson,ARI,RP,26260,20.232,4.581,,,,2.194,3.731,37.224,4.103,1.38,0.0,0.0,0.0,0.0,Balanced,0.0,-1.5659410735464898,False,,,,,,-0.4842142639583657,-0.13867913094483825,-0.3894829528153999,0.04243084764410509,-0.48449073917060953
434,7,24,1B 7,1B,Tyler Black,MIL,1B/DH,29949,4.361,0.447,3.251,1.83,0.312,,,9.488,,,0.0,0.0,0.0,0.0,Balanced,0.0,-3.9806035764705716,False,-1.1475718026136987,-0.9972485856755047,-1.1477952160204115,-0.40164041609626344,-0.01756067825147413,,,,,
435,7,198,RP 7,RP,Hunter Bigge,TBR,RP,26259,22.27,6.387,,,,1.448,5.891,44.597,4.155,1.314,0.0,0.0,0.0,0.0,Balanced,0.0,-0.9326529388371837,False,,,,,,-0.5937552104311246,0.1407277743392077,-0.22667280225770772,-0.018735217959325538,-0.14434575421077606
436,7,199,RP 7,RP,Grant Holman,ARI,RP,30002,11.505,2.58,,,,1.556,1.972,19.065,4.317,1.384,0.0,0.0,0.0,0.0,Balanced,0.0,-2.24510397160614,False,,,,,,-0.5778961570559976,-0.36611649770803517,-0.7904884655194768,-0.10945956000471053,-0.2742060612962565
437,7,200,RP 7,RP,J.P. France,HOU,RP,21212,11.786,2.831,,,,1.503,0.761,18.723,4.56,1.359,0.0,0.0,0.0,0.0,Balanced,0.0,-2.5235053511413885,False,,,,,,-0.585598874177102,-0.522759078357854,-0.798051940625411,-0.2512662373056989,-0.19525020055396472
438,7,201,RP 7,RP,Chayce McDermott,BAL,RP,29866,7.952,1.959,,,,0.778,0.208,13.976,4.662,1.487,0.0,0.0,0.0,0.0,Balanced,0.0,-3.0357145523041997,False,,,,,,-0.692169275939635,-0.5942010623679541,-0.9028739764950089,-0.2059457235135259,-0.3678297308935518
439,7,202,RP 7,RP,Shinnosuke Ogasawara,WSN,RP,35324,6.965,1.555,,,,0.435,0.973,9.115,4.861,1.4,0.0,0.0,0.0,0.0,Balanced,0.0,-2.9439775443052945,False,,,,,,-0.7423918136621623,-0.49526655136001074,-1.0102145943670353,-0.23924547373517707,-0.1724376267501337
440,7,203,RP 7,RP,Guillo Zuñiga,SEA,RP,19588,3.18,0.829,,,,0.09,0.673,5.189,4.497,1.368,0.0,0.0,0.0,0.0,Balanced,0.0,-2.7287003825185874,False,,,,,,-0.7931060803968654,-0.5341260859229991,-1.0969171938594946,-0.058466721454056604,-0.06057351803018243
441,7,204,RP 7,RP,Alex Carrillo,NYM,RP,26463,10.647,3.064,,,,0.877,0.989,20.501,4.377,1.334,0.0,0.0,0.0,0.0,Balanced,0.0,-2.295043884277448,False,,,,,,-0.6775413067226478,-0.49324439737221026,-0.7587792862359418,-0.1334834103265642,-0.11845180190118602
442,7,205,RP 7,RP,Emiliano Teodo,TEX,RP,sa3015158,6.676,1.39,,,,0.61,1.24,12.551,4.441,1.452,0.0,0.0,0.0,0.0,Balanced,0.0,-2.702735517219727,False,,,,,,-0.716736201841397,-0.46080394223846743,-0.9343336163078955,-0.1049024520613351,-0.26689743194253734
443,7,206,RP 7,RP,Tyler Mattison,DET,RP,sa3018117,4.989,1.234,,,,0.666,0.732,8.285,4.625,1.452,0.0,0.0,0.0,0.0,Balanced,0.0,-2.6920125428800294,False,,,,,,-0.708589554539728,-0.5264272227607147,-1.0285447038901905,-0.12101990880188611,-0.19167420860366002
444,7,207,RP 7,RP,Angel Chivilli,NYY,RP,26790,13.975,3.605,,,,1.012,1.808,21.71,4.592,1.36,0.0,0.0,0.0,0.0,Balanced,0.0,-2.4717617739249924,False,,,,,,-0.6577008279417371,-0.3872914939240402,-0.7320851878182685,-0.31873489397688093,-0.23482797778471023
445,7,208,RP 7,RP,Peyton Pallette,CLE,RP,sa3020742,21.278,5.357,,,,1.43,3.353,38.77,4.427,1.375,0.0,0.0,0.0,0.0,Balanced,0.0,-1.9758251321992961,False,,,,,,-0.596381503728181,-0.18746401615889935,-0.3553556698118655,-0.319654772384417,-0.45035233020586735
446,7,209,RP 7,RP,Domingo Gonzalez,SEA,RP,sa3007495,8.467,2.035,,,,0.849,1.008,15.478,4.269,1.349,0.0,0.0,0.0,0.0,Balanced,0.0,-2.3559214118021843,False,,,,,,-0.6817116666993265,-0.4907677177886099,-0.8697139349794741,-0.0593571941975966,-0.12780123492705162
447,7,210,RP 7,RP,Lazaro Estrada,TOR,RP,24914,11.542,3.439,,,,0.986,0.668,20.046,4.41,1.288,0.0,0.0,0.0,0.0,Balanced,0.0,-2.4221475972162105,False,,,,,,-0.6615715937674582,-0.5346948041243169,-0.7688315311066607,-0.16375677344512332,0.005636808265045353
448,7,211,RP 7,RP,Michael Petersen,MIA,RP,20827,14.16,3.757,,,,0.796,1.707,24.318,4.5,1.374,0.0,0.0,0.0,0.0,Balanced,0.0,-2.467035039889494,False,,,,,,-0.6894079245188618,-0.400381132807624,-0.6744901530042927,-0.2623106208579118,-0.29172610633741847
449,7,212,RP 7,RP,Connor Seabold,TOR,RP,19695,5.355,1.484,,,,0.267,0.649,7.809,4.767,1.352,0.0,0.0,0.0,0.0,Balanced,0.0,-2.8353301527300756,False,,,,,,-0.7670499037974332,-0.5372100181681018,-1.0390712945865308,-0.16296940244245062,-0.07717784593010323
450,7,103,SP 7,SP,Casey Lawrence,SEA,SP,11121,4.787,1.403,,,,0.532,0.035,3.77,5.279,1.396,0.0,0.0,0.0,0.0,Balanced,0.0,-2.988737157476844,False,,,,,,-0.7282506408997889,-0.6166239026805366,-1.1282602346984856,-0.23901225291089379,-0.10565092369715408
451,7,213,RP 7,RP,Drew Smith,WSN,RP,17755,14.21,3.875,,,,0.79,2.899,26.642,4.437,1.359,0.0,0.0,0.0,0.0,Balanced,0.0,-2.128021761669912,False,,,,,,-0.6903448168509922,-0.24623385242015244,-0.6231711462928178,-0.21994496226202925,-0.24342267152515065
452,7,214,RP 7,RP,Walbert Urena,LAA,RP,sa3018298,8.823,1.697,,,,1.065,0.752,11.756,4.804,1.525,0.0,0.0,0.0,0.0,Balanced,0.0,-2.9964592847645495,False,,,,,,-0.6499658143127875,-0.5238001553341797,-0.9518941284370598,-0.28233347951828547,-0.4713875531936179
453,7,215,RP 7,RP,Beau Brieske,DET,RP,26079,23.523,5.859,,,,2.007,6.231,37.385,4.524,1.393,0.0,0.0,0.0,0.0,Balanced,0.0,-1.8128413477330305,False,,,,,,-0.5116809758577106,0.18468886927568146,-0.3859341923788347,-0.46198111301794964,-0.5854631527057137
454,7,216,RP 7,RP,Andrew Walters,CLE,RP,33834,12.674,3.599,,,,1.28,1.083,27.372,4.187,1.338,0.0,0.0,0.0,0.0,Balanced,0.0,-1.947072087935088,False,,,,,,-0.6184238703325992,-0.48100996488418324,-0.6070372049427581,-0.03264964485884309,-0.1612025493134392
455,7,217,RP 7,RP,Cole Winn,TEX,RP,22113,32.83,7.328,,,,2.5,14.776,54.003,4.383,1.376,0.0,0.0,0.0,0.0,Balanced,0.0,-0.30921914649937965,False,,,,,,-0.4393338622380679,1.2896226185378135,-0.018949963611114003,-0.42088691615936713,-0.706504337127232
456,7,218,RP 7,RP,Dylan Smith,DET,RP,30145,11.116,2.662,,,,1.372,0.918,19.485,4.048,1.339,0.0,0.0,0.0,0.0,Balanced,0.0,-2.1302050405342485,False,,,,,,-0.6048960376146696,-0.5023341334265936,-0.7812201720830956,0.05819666876289308,-0.1483044664179547
457,7,219,RP 7,RP,Tyler Gilbert,CHW,RP,17964,19.129,4.977,,,,1.728,2.559,32.334,4.404,1.354,0.0,0.0,0.0,0.0,Balanced,0.0,-1.9745874082810262,False,,,,,,-0.5526857966365722,-0.29015372324284505,-0.49746950250304267,-0.26546258981091025,-0.307818000977477
458,7,220,RP 7,RP,Tate Kuehner,MIL,RP,sa3023099,4.482,1.018,,,,0.658,0.666,8.138,4.203,1.404,0.0,0.0,0.0,0.0,Balanced,0.0,-2.5515827501091013,False,,,,,,-0.7097808552722946,-0.5349492867338572,-1.0318030710489656,-0.015595270969948415,-0.1334803431286407
459,7,221,RP 7,RP,Tyson Neighbors,BAL,RP,sa3025569,7.836,1.994,,,,0.673,1.149,14.721,4.396,1.349,0.0,0.0,0.0,0.0,Balanced,0.0,-2.409449865747824,False,,,,,,-0.7075515154171185,-0.4724625560983019,-0.8864308711990132,-0.10571206305608463,-0.11592703664424017
460,7,222,RP 7,RP,Tom Cosgrove,HOU,RP,23443,5.397,1.269,,,,0.546,0.755,8.812,4.544,1.4,0.0,0.0,0.0,0.0,Balanced,0.0,-2.6868609164235924,False,,,,,,-0.7261908577108005,-0.5234382158910378,-1.0169172687149275,-0.1109933942828881,-0.14375897226040657
461,7,223,RP 7,RP,Joe La Sorsa,PIT,RP,25481,3.685,0.919,,,,0.285,0.0,4.704,4.488,1.334,0.0,0.0,0.0,0.0,Balanced,0.0,-2.8488303041317096,False,,,,,,-0.7645447224047965,-0.6211034172977374,-1.1076259704525475,-0.06614305330941297,-0.03962960252782493
462,7,224,RP 7,RP,Luinder Avila,KCR,RP,24452,15.536,3.044,,,,1.833,1.202,28.543,4.088,1.354,0.0,0.0,0.0,0.0,Balanced,0.0,-1.9379937761793569,False,,,,,,-0.5371643885707372,-0.4656349738911229,-0.5811910990625092,0.04593708633155974,-0.2670645478257744
463,7,225,RP 7,RP,Jose A. Ferrer,SEA,RP,24017,26.458,4.949,,,,3.826,21.578,60.06,3.379,1.173,0.0,0.0,0.0,0.0,SV+HLD Specialist,0.0,4.380377259012691,False,,,,,,-0.24461821643874632,2.1691406377834723,0.11480540097029363,1.379064939969345,0.9966269226347564
464,7,226,RP 7,RP,John Schreiber,KCR,RP,20020,30.034,7.15,,,,3.015,18.956,56.118,4.084,1.303,0.0,0.0,0.0,0.0,Balanced,0.0,1.5893672597541095,False,,,,,,-0.3636822286566173,1.830131396725866,0.027753667050316573,0.09520702046146512,-0.10481780757777102
465,7,227,RP 7,RP,Tyler Kinley,ATL,RP,18297,29.792,7.611,,,,3.515,14.5,62.979,4.147,1.281,0.0,0.0,0.0,0.0,Balanced,0.0,1.3140538503527417,False,,,,,,-0.29023703377023446,1.2538683291384765,0.17927270863964648,-0.011020905979557141,0.06739176487093156
466,7,25,1B 7,1B,Kris Bryant,COL,1B/OF/DH,15429,8.08,1.814,7.644,0.258,0.314,,,19.36,,,0.0,0.0,0.0,0.0,Balanced,0.0,-3.391326289296438,False,-1.0126915403794559,-0.8449757380722864,-0.9867855055129837,-0.5640423319658994,-0.015924580451194176,,,,,
467,7,228,RP 7,RP,Justin Wrobleski,LAD,RP,31204,27.54,7.19,,,,3.986,2.947,48.135,4.287,1.294,0.0,0.0,0.0,0.0,Balanced,0.0,-0.7952919790293205,False,,,,,,-0.22119003604314796,-0.24004417070134912,-0.14854486480578313,-0.2191810678983261,-0.03404966160258687
468,7,104,SP 7,SP,Carson Whisenhunt,SFG,SP,31676,20.964,5.33,,,,4.228,0.777,31.674,4.39,1.366,0.0,0.0,0.0,0.0,Balanced,0.0,-1.9069205176766286,False,,,,,,-0.18558754021295487,-0.5205874416990023,-0.5120487908678242,-0.27645823726239366,-0.40063772679232396
469,7,229,RP 7,RP,Jordan Wicks,CHC,RP,30094,14.166,3.395,,,,2.076,1.191,25.291,4.071,1.308,0.0,0.0,0.0,0.0,Balanced,0.0,-1.7318484642725285,False,,,,,,-0.5015315046627079,-0.4670498868553455,-0.6530076753895404,0.055521514176823404,-0.07070721453032063
470,7,230,RP 7,RP,Luis Medina,ATH,RP,21649,38.996,9.122,,,,6.508,1.501,64.986,4.548,1.413,0.0,0.0,0.0,0.0,Balanced,0.0,-2.1203680671503853,False,,,,,,0.14909970256481866,-0.4269893068752608,0.22358252703397258,-0.8092780928079198,-1.153503922908542
471,7,231,RP 7,RP,Caleb Ferguson,CIN,RP,19349,23.933,5.066,,,,2.471,8.015,45.512,4.135,1.331,0.0,0.0,0.0,0.0,Balanced,0.0,-0.5276664469724663,False,,,,,,-0.4435603006965507,0.4153218807185377,-0.20646673007689118,0.007153031415944352,-0.26198435565495576
472,7,105,SP 7,SP,Gage Jump,ATH,SP,sa3034986,17.888,4.881,,,,4.193,0.0,28.662,4.45,1.339,0.0,0.0,0.0,0.0,Balanced,0.0,-1.8865262430060898,False,,,,,,-0.19077406576829362,-0.6211034172977374,-0.5785654138359528,-0.28844972967105026,-0.2156123267504678
473,7,232,RP 7,RP,A.J. Puk,ARI,RP,19343,13.288,3.756,,,,1.937,8.869,35.946,3.507,1.182,0.0,0.0,0.0,0.0,Balanced,0.0,0.4458970014624785,False,,,,,,-0.5219600734910197,0.525797203931188,-0.4177074127654565,0.5550781392082235,0.443415946086496
474,7,233,RP 7,RP,Brusdar Graterol,LAD,RP,20367,17.352,3.434,,,,2.51,4.451,34.379,3.5,1.194,0.0,0.0,0.0,0.0,Balanced,0.0,0.2943720217910932,False,,,,,,-0.43788198740811324,-0.04559771995632183,-0.452307274943493,0.7347878841561899,0.5162007973767836
475,7,234,RP 7,RP,Tristan Beck,SFG,RP,21584,13.672,3.438,,,,1.229,1.239,23.814,4.086,1.294,0.0,0.0,0.0,0.0,Balanced,0.0,-1.8355357833077912,False,,,,,,-0.6259621688683092,-0.4608458387656479,-0.6856244716857876,0.04171108469107299,-0.0159388829484935
476,7,235,RP 7,RP,Dylan Lee,ATL,RP,19996,27.576,8.817,,,,3.188,18.629,69.718,3.587,1.157,0.0,0.0,0.0,0.0,Balanced,0.0,4.04598414892998,False,,,,,,-0.33833974615964296,1.7877645680968226,0.32808435738813696,0.9841255662961789,1.111023293075524
477,7,106,SP 7,SP,Lance McCullers Jr.,HOU,SP,14120,45.811,10.706,,,,9.565,0.398,79.994,4.579,1.437,0.0,0.0,0.0,0.0,Balanced,0.0,-2.000317330255513,False,,,,,,0.5978905075600416,-0.5696498267504991,0.5550195269607527,-1.01639677234989,-1.6109947768111683
478,7,107,SP 7,SP,Richard Fitts,STL,SP,30160,58.699,16.172,,,,10.782,0.662,86.124,4.424,1.321,0.0,0.0,0.0,0.0,Balanced,0.0,-0.0738233845736162,False,,,,,,0.7765283645447387,-0.5355095881297607,0.6903781274332287,-0.8734560831566671,-0.46143663611052665
479,7,236,RP 7,RP,Aaron Ashby,MIL,RP,23550,33.919,6.286,,,,4.581,12.767,78.627,3.651,1.34,0.0,0.0,0.0,0.0,Balanced,0.0,2.0271479649039663,False,,,,,,-0.13375252593509665,1.0297881155810138,0.5248230426984045,1.051255402114439,-0.5132487830466755
480,7,8,DH 7,DH,Blaine Crim,COL,DH,25714,18.605,5.05,19.475,0.955,0.314,,,38.514,,,0.0,0.0,0.0,0.0,Balanced,0.0,-3.3427126260942948,False,-0.630976764273156,-0.4844118431187516,-0.5531714910351996,-0.4919948205042619,-0.031269436081760374,,,,,
481,7,108,SP 7,SP,George Klassen,LAA,SP,sa3023440,25.489,6.16,,,,4.303,1.075,42.19,4.628,1.419,0.0,0.0,0.0,0.0,Balanced,0.0,-2.334445962144639,False,,,,,,-0.17457589906079102,-0.48213496422513885,-0.27982691781970276,-0.6222850902024859,-0.7782997982237523
482,7,109,SP 7,SP,Martín Pérez,ATL,SP,6902,27.562,6.696,,,,5.878,0.089,38.424,4.562,1.39,0.0,0.0,0.0,0.0,Balanced,0.0,-2.240575870704323,False,,,,,,0.05659956804970802,-0.609633596430753,-0.3629920192764846,-0.5897314218713184,-0.6622445806048968
483,7,237,RP 7,RP,Duncan Davitt,CHW,RP,sa3020394,8.834,2.44,,,,0.881,1.147,13.726,4.419,1.309,0.0,0.0,0.0,0.0,Balanced,0.0,-2.36122809884378,False,,,,,,-0.6769502806290787,-0.47277160764139203,-0.9083991778716649,-0.12891038952765158,-0.04213834394306381
484,7,238,RP 7,RP,Eric Cerantola,KCR,RP,sa3017914,6.73,1.419,,,,0.646,0.962,12.167,4.498,1.447,0.0,0.0,0.0,0.0,Balanced,0.0,-2.6904352449191435,False,,,,,,-0.711487432107302,-0.49669349017925735,-0.9428157499960395,-0.12385683346286305,-0.2578975447492513
485,7,239,RP 7,RP,Shane Murphy,CHW,RP,sa3020389,9.581,2.705,,,,0.944,1.09,12.832,4.433,1.292,0.0,0.0,0.0,0.0,Balanced,0.0,-2.325540159001532,False,,,,,,-0.6676568136942849,-0.48013194815716154,-0.9281348791918788,-0.14636951459501998,-0.006472929856330776
486,7,240,RP 7,RP,Josh Fleming,TOR,RP,20418,5.202,1.035,,,,0.435,0.006,5.441,4.463,1.394,0.0,0.0,0.0,0.0,Balanced,0.0,-2.8688376660956973,False,,,,,,-0.7423818311051921,-0.6203815530654458,-1.0913498136873574,-0.08720914687996044,-0.1323491074443087
487,7,241,RP 7,RP,David Sandlin,CHW,RP,sa3020606,6.752,1.913,,,,0.855,1.035,10.872,4.459,1.329,0.0,0.0,0.0,0.0,Balanced,0.0,-2.428271697719475,False,,,,,,-0.680730146465446,-0.487298323269318,-0.9714288731924153,-0.11184898331706965,-0.06529920932031386
488,7,242,RP 7,RP,Vince Velasquez,CHC,RP,11189,3.242,0.886,,,,0.104,0.695,5.809,4.474,1.378,0.0,0.0,0.0,0.0,Balanced,0.0,-2.710579687311998,False,,,,,,-0.7910161146532726,-0.531249461315073,-1.0832203477289704,-0.056037978798911196,-0.07034458920283368
489,7,243,RP 7,RP,Hogan Harris,ATH,RP,21520,32.089,7.525,,,,2.897,21.932,60.104,4.236,1.389,0.0,0.0,0.0,0.0,SV+HLD Specialist,0.0,1.0412134508933462,False,,,,,,-0.38103646354267323,2.21496819714378,0.11577043414439385,-0.16798886860021278,-0.8246759298209794
490,7,244,RP 7,RP,Gunnar Hoglund,ATH,RP,31318,28.442,8.24,,,,4.305,0.737,37.479,4.894,1.354,0.0,0.0,0.0,0.0,Balanced,0.0,-2.4848501178488602,False,,,,,,-0.1742676142131767,-0.5258004558865065,-0.38385837731326444,-1.0148143890326584,-0.40792787012139636
491,7,245,RP 7,RP,Jake Bloss,TOR,RP,33168,5.465,1.468,,,,0.417,0.896,8.689,4.557,1.38,0.0,0.0,0.0,0.0,Balanced,0.0,-2.657098190972744,False,,,,,,-0.7451536054898609,-0.5052705110167569,-1.0196189199396284,-0.11580939741857482,-0.1184240002320835
492,7,246,RP 7,RP,Alek Jacob,SDP,RP,29628,16.358,4.17,,,,0.946,2.172,25.404,4.638,1.369,0.0,0.0,0.0,0.0,Balanced,0.0,-2.5225421084059882,False,,,,,,-0.667491367492732,-0.34023763355798337,-0.6505012391135594,-0.4062541016964376,-0.30551263234361903
493,7,247,RP 7,RP,Hoby Milner,CHC,RP,13346,28.701,6.529,,,,2.985,13.49,51.667,3.902,1.274,0.0,0.0,0.0,0.0,Balanced,0.0,1.2566102411735924,False,,,,,,-0.36807895779282995,1.123299871145013,-0.070545009560032,0.40538357815620363,0.12300834308693731
494,7,248,RP 7,RP,Jake Miller,CLE,RP,sa3018171,5.143,1.276,,,,0.771,0.984,6.807,4.661,1.424,0.0,0.0,0.0,0.0,Balanced,0.0,-2.6484458558107757,False,,,,,,-0.6930640360092583,-0.4938958625078119,-1.061193299906591,-0.1331357943028657,-0.16196022767648263
495,7,110,SP 7,SP,David Festa,MIN,SP,30056,25.034,6.562,,,,5.09,2.006,50.153,4.22,1.264,0.2,0.0,0.0,0.0,Balanced,0.0,-0.46097503146478314,False,,,,,,-0.05902486608263848,-0.36170688822229624,-0.10397888199910986,-0.10965356103431124,0.16762016497945367
496,7,249,RP 7,RP,Tommy Nance,TOR,RP,19178,24.638,5.738,,,,2.414,7.863,50.716,3.784,1.254,0.0,0.0,0.0,0.0,Balanced,0.0,0.6934009494254233,False,,,,,,-0.4519265642515677,0.3955998664099711,-0.09154165811688493,0.5369973462488582,0.25568036080991485
497,7,250,RP 7,RP,Sam Moll,CIN,RP,14874,25.368,5.979,,,,2.893,7.082,48.536,4.309,1.332,0.0,0.0,0.0,0.0,Balanced,0.0,-0.7118699495517079,False,,,,,,-0.38165963934177916,0.29464992554821906,-0.13968952606861643,-0.23053911307994177,-0.27076220886036517
498,7,251,RP 7,RP,Mason Englert,TBR,RP,22288,30.58,8.181,,,,2.576,9.316,56.713,4.113,1.262,0.0,0.0,0.0,0.0,Balanced,0.0,0.5628629232354674,False,,,,,,-0.4280902734386514,0.5835619114709184,0.04089975969429473,0.047256543655177105,0.2249508635945353
499,7,252,RP 7,RP,Christian Scott,NYM,RP,30107,15.902,4.455,,,,3.001,0.683,31.473,4.016,1.189,0.0,0.0,0.0,0.0,Balanced,0.0,-0.9666407815441141,False,,,,,,-0.36574773713563274,-0.5327308397576003,-0.5164941267476039,0.11339175911741181,0.43610093586562565
500,7,253,RP 7,RP,Clarke Schmidt,NYY,RP,19899,12.786,3.476,,,,2.494,0.689,26.896,3.88,1.221,0.2,0.0,0.0,0.0,Balanced,0.0,-1.2028529373442725,False,,,,,,-0.44016755254740186,-0.5320184694852642,-0.6175554040462804,0.19847231536934848,0.2461562247731882
