Name,Team,POS,ADP,PA,mAVG,mRBI,mR,mSB,mHR,PTS,aPOS,Dollars,PlayerId
"Willi Castro","MIN","2B/3B/SS/OF",243,658.351,-3.864978429622193,-5.395675383879643,-1.2062928843179486,2.6764976630304207,-5.065438154165388,-12.855887188954755,10.158323780259837,-1.6975634086949167,"17338"
"Brandon Lowe","TBR","2B/DH",253.2899932861328,559.851,-4.993107362294251,-2.9239381580196477,-2.6253840874579084,-2.3330312562192796,0.10914840753995034,-12.766312456451136,10.056927266314814,-1.7093851901363228,"18882"
"Nico Hoerner","CHC","2B",201.9199981689453,571.412,2.869065988128329,-7.125279852011648,-4.722130472114784,4.072115938740376,-8.025693257496343,-12.931921654754069,10.056927266314814,-1.874994388439256,"21479"
"Parker Meadows","DET","OF",179.9600067138672,599.564,-4.734886766727354,-6.468273227965753,-1.9374323219296272,2.7693891916683313,-4.067139833852115,-14.43834295880652,11.45130565724698,-1.9870373015595395,"23800"
"Giancarlo Stanton","NYY","DH",328.7099914550781,505.985,-5.44158646034321,-0.9713205530161827,-4.78835050299642,-3.8134935264092182,3.4211977761757586,-11.593553266589273,8.493548985612467,-2.1000042809768056,"4949"
"Pete Crow-Armstrong","CHC","OF",130.1699981689453,532.272,-3.0569100276399226,-5.109161104374964,-6.115487212904785,4.255185423215331,-4.573186743187887,-14.59955966489223,11.45130565724698,-2.1482540076452477,"27769"
"Josh Jung","TEX","3B",223.3800048828125,561.405,-2.7107697837236597,-2.6555704248604735,-5.338016146247014,-2.498320770345482,-1.1700155814222575,-14.37269270659889,11.138599888427434,-2.234092818171454,"26299"
"Brice Turang","MIL","2B",136.6699981689453,569.18,-1.348741656551389,-6.820253099342468,-4.927346389803046,6.783063219594714,-7.184197889307171,-13.49747581540936,10.056927266314814,-2.440548549094545,"22186"
"Nathaniel Lowe","WSN","1B",262.5,620.098,-0.5620802312809058,-1.7457094388501861,-3.217109776892404,-3.6361636856972854,-3.064242378495284,-12.225305511216066,8.493548985612467,-2.731756525603598,"19566"
"Connor Norby","MIA","3B",261.5,613.095,-3.711280210909429,-4.305013380480376,-2.6453014796756205,-1.2346469229522803,-2.9835668379923854,-14.879808832010093,11.138599888427434,-2.741208943582658,"29592"
"Eugenio Suarez","ARI","3B",175.8300018310547,587.409,-4.682902985085863,-1.9543326640588696,-3.9986165046816193,-3.482228296221009,-0.8054254431930392,-14.9235058932404,11.138599888427434,-2.7849060048129664,"12552"
"Tommy Edman","LAD","OF",187.9600067138672,537.496,-1.7536735540221444,-5.339550555545123,-5.0076927341472635,2.2615738787932136,-5.411483500665794,-15.250826465587112,11.45130565724698,-2.7995208083401306,"19470"
"Lars Nootbaar","STL","OF",260.6300048828125,520.032,-1.1483507793582044,-5.197961485707443,-4.873152369179344,-1.3465971209835084,-3.0548458040779294,-15.62090755930643,11.45130565724698,-3.1696019020594477,"21454"
"Alejandro Kirk","TOR","C",277.6300048828125,425.37,1.297635611375659,-8.643735985891606,-9.120207368719207,-3.9712344102125794,-6.762025131185563,-27.1995672846333,22.822155043891748,-3.3774122407415534,"22581"
"Austin Wells","NYY","C",201,436.85,-4.238836905883735,-7.436167853553507,-8.639803747141178,-3.0866439983826033,-3.9721682672343395,-27.373620772195363,22.822155043891748,-3.551465728303617,"27562"
"Michael Busch","CHC","1B",249.75,610.79,-4.825418339636407,-1.0885904688510915,-2.798708585424755,-3.270368301113194,-1.416490702954429,-13.399576397979876,8.493548985612467,-3.906027412367407,"26319"
"Michael Toglia","COL","1B",181.6300048828125,552.226,-6.050304896223522,-2.0613373696556425,-4.353938623225274,-1.795146361822186,0.6639810422724823,-13.596746208654142,8.493548985612467,-4.103197223041675,"25845"
"Maikel Garcia","KCR","2B/3B",213.4199981689453,568.882,0.13827108270270932,-7.463234668583121,-4.556667366057197,4.781154484582622,-8.12336386045498,-15.223840327809967,10.056927266314814,-4.166913061495154,"22715"
"Trevor Story","BOS","SS",245.75,617.5,-7.611212470821996,-2.578747192100611,-4.124586712879692,2.6082478266236526,-3.733290680354349,-15.439589229532997,10.158323780259837,-4.28126544927316,"12564"
"Daulton Varsho","TOR","OF",362.1300048828125,561.527,-6.870665581578787,-3.3742271582154277,-4.651923763850883,-0.2193283491498763,-1.7043036968650596,-16.820448549660032,11.45130565724698,-4.369142892413051,"19918"
"Josh Lowe","TBR","OF",166.1699981689453,491.276,-2.5201023075652262,-5.657674706434546,-6.660565378094393,2.612521361688028,-4.597679234744488,-16.823500265150624,11.45130565724698,-4.372194607903646,"19953"
"Tyler Fitzgerald","SFG","SS",232.5,570.421,-5.726550674892239,-3.799357084663083,-5.043673797091057,1.6682908393870042,-2.7591845349437127,-15.660475252203087,10.158323780259837,-4.50215147194325,"26208"
"Nolan Schanuel","LAA","1B",309.7099914550781,586.714,-0.5587176780237124,-4.629084377159204,-3.131706110362409,-1.8068435502555584,-4.063391119301686,-14.18974283510257,8.493548985612467,-4.696193849490102,"33189"
"Joey Ortiz","MIL","3B",297.3299865722656,571.22,-1.4834984923588617,-4.7766748608207,-4.769640710146254,-0.5905511768113404,-5.535346006087985,-17.15571124622514,11.138599888427434,-5.017111357797707,"25493"
"Luis Campusano","SDP","C",397.7099914550781,384.311,-0.05447976559822063,-9.02322991618782,-10.222707603891854,-3.892909854705098,-5.653010547804087,-28.846337688187074,22.822155043891748,-5.02418264429533,"22217"
"Zack Gelof","OAK","2B",223.1699981689453,602.571,-7.55051324729593,-4.302880947292487,-4.823388878685581,2.911128005478232,-2.332163807979546,-16.097818875775314,10.056927266314814,-5.040891609460499,"29766"
"Rhys Hoskins","MIL","1B/DH",296.4200134277344,555.987,-6.483470726873379,-1.470778562101193,-4.222230318694653,-3.365131323380072,0.9281004822646767,-14.613510448784618,8.493548985612467,-5.11996146317215,"16472"
"Jordan Walker","STL","OF",285.7099914550781,537.341,-1.1934373476131832,-4.318224194615278,-6.251023247549922,-2.026501646195986,-3.784874594257089,-17.57406103023146,11.45130565724698,-5.122755372984478,"27475"
"Ryan Jeffers","MIN","C/DH",246.7100067138672,384.836,-3.3474507271477543,-8.945424458808548,-9.483784748502265,-3.1324034863968446,-4.259781526735428,-29.168844947590838,22.822155043891748,-5.346689903699091,"24618"
"Josh Bell","WSN","1B/DH",362.6300048828125,574.48,-2.1516096566899057,-2.5252298598417973,-4.367724049780296,-3.8506750811969144,-2.100983861303059,-14.996222508811973,8.493548985612467,-5.5026735231995065,"13145"
"Sean Murphy","ATL","C",218.7100067138672,406.088,-3.680490605260872,-8.291560311567887,-9.272409874105847,-3.892130022311164,-4.460820645295289,-29.597411458541057,22.822155043891748,-5.775256414649313,"19352"
"Jose Miranda","MIN","3B/DH",357.1300048828125,520.422,1.1976427938868983,-4.786014554396756,-6.666829299979367,-3.064029379540881,-4.708895548876195,-18.028125988906304,11.138599888427434,-5.889526100478868,"20538"
"Max Muncy","LAD","3B",244.6300048828125,531.117,-7.651122558614101,-2.881193197730559,-3.9707857378004148,-3.339896539088885,-0.19271082530035621,-18.035708858534313,11.138599888427434,-5.897108970106878,"13301"
"Carlos Santana","CLE","1B",355,586.73,-4.624256620900618,-1.9195246778730226,-4.135802991773626,-3.220678490555844,-1.5816906040619776,-15.48195338516509,8.493548985612467,-5.988404399552622,"2396"
"Andrew Benintendi","CHW","OF",363.0400085449219,563.293,-0.5133812678228005,-5.158329043302736,-5.719938439932264,-2.1328996101182733,-4.927129940994439,-18.451678302170514,11.45130565724698,-6.000372644923529,"17901"
"Ke'Bryan Hayes","PIT","3B",355.25,557.05,-0.772389593410243,-5.702861318773188,-5.9311563663976345,0.25944679666033443,-6.064635994361248,-18.211596476281983,11.138599888427434,-6.072996587854547,"18577"
"Joc Pederson","TEX","DH",339.2900085449219,455.289,-1.392025311987853,-4.254974492924936,-6.005291771279465,-2.710461508089871,-1.350710868488133,-15.713463952770256,8.493548985612467,-6.219914967157791,"11899"
"Masataka Yoshida","BOS","DH",431.0799865722656,513.047,3.3308733359021856,-4.825506831850328,-5.816112533271817,-3.1709575194250568,-5.2327374116920735,-15.714440960337088,8.493548985612467,-6.220891974724622,"31837"
"Trevor Larnach","MIN","OF/DH",347.5799865722656,520.244,-3.1542963189960527,-4.586058017006386,-5.4163711512368025,-2.870697803495585,-2.8269645736640276,-18.85438786439886,11.45130565724698,-6.403082207151876,"21501"
"Matt Wallner","MIN","OF",283.75,508.479,-4.875483076851497,-4.121351286149894,-5.5263826538856105,-2.986422223727095,-1.5247076640913118,-19.0343469047054,11.45130565724698,-6.583041247458422,"26466"
"Garrett Mitchell","MIL","OF",259.0400085449219,484.722,-3.911984352831241,-5.735256541868876,-6.858313773203538,1.815831618106802,-4.441276704825671,-19.130999754622525,11.45130565724698,-6.679694097375543,"27555"
"Ryan Mountcastle","BAL","1B",243.5800018310547,507.914,-0.653359351882383,-3.9036676273059654,-6.306106973005674,-3.239206909618363,-2.334813268237849,-16.437154130050235,8.493548985612467,-6.9436051444377656,"18373"
"Jake Cronenworth","SDP","1B/2B",300.3299865722656,617.645,-3.8302501972235663,-3.1415084009489154,-3.778881403868983,-2.736787953616091,-4.57958491799662,-18.067012873654175,10.056927266314814,-7.010085607339361,"18036"
"Patrick Bailey","SFG","C",304.5799865722656,465.756,-3.44932650136688,-8.938131601503654,-8.920493625632748,-2.954106701112537,-6.654158062785201,-30.916216492401023,22.822155043891748,-7.094061448509276,"27478"
"Jeimer Candelario","CIN","1B/3B/DH",290,512.177,-3.472766025447544,-4.317831518759807,-6.3671927072385355,-2.4306016304829754,-2.6922053406339677,-19.280597222562832,11.138599888427434,-7.141997334135395,"13621"
"Jake Fraley","CIN","OF",406.7900085449219,447.143,-0.8215290887974588,-7.4255656054557715,-7.650826849533058,1.5048416583163327,-5.2863711059313925,-19.67945099140135,11.45130565724698,-7.2281453341543696,"19260"
"Jeff McNeil","NYM","2B/OF",412.1300048828125,570.613,1.7306253590602878,-5.41673971512398,-5.737023771712675,-2.3843429783424614,-6.702843205937539,-18.51032431205637,10.056927266314814,-7.453397045741557,"15362"
"Tyler Soderstrom","OAK","1B",301.0400085449219,535.036,-5.241782242171134,-2.603120914137793,-5.473395232961105,-3.707345181734522,0.07820721170585591,-16.9474363592987,8.493548985612467,-7.45388737368623,"27467"
"Bo Naylor","CLE","C",293.0799865722656,396.982,-5.148928702624014,-9.373526738189446,-9.86814423362632,-2.1457197690979375,-4.880293890382935,-31.416613333920655,22.822155043891748,-7.594458290028905,"21865"
"Michael Conforto","LAD","OF/DH",288.75,478.913,-2.614651344806834,-4.831566023592934,-6.625424036565121,-3.5502281043511794,-2.72439547239407,-20.34626498171014,11.45130565724698,-7.894959324463157,"16376"
"Michael Massey","KCR","2B",387.4599914550781,509.918,-0.9520769768614792,-4.5961830622933855,-6.570470267994949,-2.896681110869449,-3.9388283517133473,-18.95423976973261,10.056927266314814,-7.897312503417796,"27684"
"Alex Verdugo",,"OF",456.5,556.094,-0.35351738129076354,-5.931483193612994,-5.251013010356031,-3.0545468228888333,-5.77247412928536,-20.363034537433983,11.45130565724698,-7.9117288801870025,"17027"
"Ha-seong Kim",,"SS",315.4599914550781,507.659,-2.047423884680251,-7.799226105877238,-5.900259616685085,2.6040058239772663,-5.969664904436573,-19.11256868770188,10.158323780259837,-7.954244907442044,"27506"
"Hunter Goodman","COL","C/OF",335.1300048828125,319.92,-2.5445376815580154,-9.988067661887063,-11.667375321782377,-3.465883422735288,-4.303268331615583,-31.96913241957833,22.822155043891748,-8.146977375686584,"29715"
"Nolan Jones","COL","OF",245.0800018310547,492.736,-1.7192760932448192,-6.971574538611675,-6.821677927490092,-0.6686575711203088,-4.493311093709356,-20.674497224176253,11.45130565724698,-8.223191566929271,"20529"
"Christian Encarnacion-Strand","CIN","1B",231.5399932861328,447.046,-0.5710124121855048,-4.778020872336186,-7.236619266796252,-3.443175173435436,-1.7413427508539228,-17.770170475607298,8.493548985612467,-8.276621489994831,"30011"
"Colt Keith","DET","2B",251.2899932861328,525.25,0.38341790425919986,-5.81741032261773,-6.743925722515725,-2.6419313008910823,-4.813264166604428,-19.63311360836976,10.056927266314814,-8.57618634205495,"27899"
"Matthew Shaw","CHC","2B/3B/SS",999,476.611,-1.798432732945926,-6.514778032821947,-7.173804106316821,0.3128796688445303,-4.587982343673169,-19.76211754691333,10.158323780259837,-8.603793766653496,"sa3022615"
"Christopher Morel","TBR","2B/3B/DH",285,499.614,-5.2640998156006615,-4.938626367185578,-6.518635464678705,-1.3962868571719478,-1.6154309417882549,-19.733079446425148,10.056927266314814,-8.676152180110334,"21897"
"Jarred Kelenic","ATL","OF",425.25,488.319,-3.8509742109219,-6.254235997774271,-6.7023895025475495,-0.9763723240989465,-3.6124270512338814,-21.39639908657655,11.45130565724698,-8.94509342932957,"22558"
"Brandon Marsh","PHI","OF",320.4599914550781,490.631,-2.6205864197426294,-6.938168201937184,-6.795551595146691,0.1348012306810108,-5.323209948817612,-21.5427149349631,11.45130565724698,-9.091409277716123,"20202"
"Jesse Winker",,"OF/DH",445.4200134277344,499.762,-2.1626794269921494,-6.913036947186993,-5.830027916712418,-1.482939726658384,-5.195698834396312,-21.58438285194626,11.45130565724698,-9.133077194699277,"13590"
"Ivan Herrera","STL","C",248.75,361.601,-0.4141780235061794,-11.382240282568034,-10.776800778267337,-2.748516376991811,-7.727683321450889,-33.04941878278426,22.822155043891748,-9.227263738892509,"20599"
"Ceddanne Rafaela","BOS","SS/OF",179.8800048828125,463.384,-1.714785173925728,-7.189258197455603,-7.641890814146885,1.4889647883834467,-5.383442028968305,-20.440411426113076,10.158323780259837,-9.282087645853238,"24262"
"Jacob Young","WSN","OF",304.3800048828125,531.253,-1.5949547357548155,-9.403790598058706,-6.8652584692352825,5.114384913226841,-9.343994941826896,-22.09361383164886,11.45130565724698,-9.642308174401878,"29931"
"Isiah Kiner-Falefa","PIT","2B/3B/SS",375.3299865722656,572.582,0.3336779108657215,-8.63175883731899,-5.130179098143434,0.7180400050552954,-8.10726879457493,-20.817488814116338,10.158323780259837,-9.659165033856501,"16512"
"Matt Vierling","DET","3B/OF",315.9200134277344,542.888,-1.6719171328185776,-6.230563100492768,-6.248376125757485,-1.9929072757990414,-5.792868013555008,-21.93663164842288,11.138599888427434,-9.798031759995444,"21558"
"Connor Wong","BOS","C",243.9600067138672,369.307,-1.8556858103228617,-10.815214207343955,-11.580974985906813,-2.097433671723451,-7.376989263824365,-33.726297939121444,22.822155043891748,-9.904142895229699,"19896"
"Wilyer Abreu","BOS","OF",284.9599914550781,472.653,-2.7687232203449725,-6.888943555052083,-7.132032964286248,-1.481723348760693,-4.25643228100408,-22.527855369448076,11.45130565724698,-10.076549712201098,"23772"
"Thairo Estrada","COL","2B",335.25,463.916,0.6325590807926923,-7.350564517060673,-8.341818606515568,-0.8057801579269396,-5.286670945892254,-21.152275146602747,10.056927266314814,-10.095347880287932,"16426"
"Joey Bart","PIT","C",268.5400085449219,384.755,-2.975133273081786,-9.95020172585125,-11.006546557943063,-3.8292769889907032,-6.187649032676513,-33.94880757854332,22.822155043891748,-10.126652534651567,"21524"
"Danny Jansen","TBR","C",301.4200134277344,358.24,-4.151561738235123,-9.925995987763137,-10.951880693857866,-3.948276671810728,-4.974365460425024,-33.952080552091886,22.822155043891748,-10.129925508200136,"16535"
"MJ Melendez","KCR","OF",396.75,469.596,-4.077947690995128,-5.942114330670124,-7.413324643124889,-2.260383688667851,-3.16151351263484,-22.85528386609283,11.45130565724698,-10.40397820884585,"22197"
"Jo Adell","LAA","OF",282.8800048828125,416.996,-5.095351068348764,-7.318813410763333,-8.351777302624424,0.15198818333862932,-2.6006831252988607,-23.214636723696753,11.45130565724698,-10.763331066449773,"20220"
"Ryan O'Hearn","BAL","1B/OF/DH",343,407.796,0.8010856045467535,-7.1435954522676814,-8.910796842631752,-3.271116898564781,-4.9505727543414695,-23.47499634325893,11.45130565724698,-11.02369068601195,"16442"
"Luke Raley","SEA","1B/OF",312.6700134277344,452.9,-4.705079870294436,-6.538815786960986,-8.132880923557957,-1.306888882466658,-2.8376615668623564,-23.52132703014239,11.45130565724698,-11.070021372895413,"19354"
"Max Kepler","PHI","OF",381.75,484.776,-2.6842157579872583,-6.23008696764349,-7.509944588548818,-3.5355364517425483,-4.055892736814622,-24.015676502736735,11.45130565724698,-11.564370845489753,"12144"
"Jacob Wilson","OAK","SS",345.0799865722656,477.835,3.8419103942671184,-8.57131457457428,-7.564505487457197,-2.4513135207533816,-8.258723011753315,-23.003946200271056,10.158323780259837,-11.845622420011223,"33266"
"Kyle Isbel","KCR","OF",535.6300048828125,491.697,-2.842947324970563,-7.906146284518746,-7.085517396263643,0.12628539549460735,-6.802762846949195,-24.511088457207535,11.45130565724698,-12.059782799960555,"21614"
"Dylan Moore","SEA","2B/3B/SS/OF",374.3299865722656,534.466,-9.341466171414355,-7.6718867827512005,-6.161346998489385,5.067658629378044,-5.168956828093593,-23.27599815137049,10.158323780259837,-12.117674371110656,"18042"
"Mike Yastrzemski","SFG","OF",440.0799865722656,522.275,-6.08796521450462,-5.834099581456007,-6.578987442342215,-2.7962099028886254,-3.304269749136164,-24.60153189032763,11.45130565724698,-12.15022623308065,"14854"
"Orlando Arcia","ATL","SS",444.4200134277344,536.511,-4.1685077045965135,-5.257340066838939,-6.256971274236099,-3.620130715421574,-4.026651428580583,-23.32960118967371,10.158323780259837,-12.171277409413873,"13185"
"Brooks Lee","MIN","SS",379.9200134277344,505.358,-1.3673987849848952,-6.550679519618942,-7.28234809582692,-2.6733423488179593,-5.772224342100159,-23.645993091348874,10.158323780259837,-12.48766931108904,"31595"
"Jorge Polanco",,"2B",476.1700134277344,525.23,-5.502689029654167,-5.771747577429809,-6.3045344946901505,-2.713424811691693,-3.38684538834176,-23.679241301807583,10.056927266314814,-12.622314035492769,"13152"
"Kris Bryant","COL","1B/OF/DH",601.1300048828125,482.882,-2.150000407170776,-6.442385510464013,-7.708348766095968,-3.9065722044100255,-4.998908004757284,-25.206214892898064,11.45130565724698,-12.754909235651084,"15429"
"Victor Scott","STL","OF",418.2900085449219,472.385,-3.810789363458819,-9.809847391537316,-8.1800252829731,4.47265975047223,-7.957464173874386,-25.28546646137139,11.45130565724698,-12.834160804124409,"31349"
"Chas McCormick","HOU","OF",459.0400085449219,447.07,-3.1814565901179215,-8.187780469808692,-8.745910545212471,-0.12590642144334685,-5.116872386434247,-25.35792641301668,11.45130565724698,-12.9066207557697,"19599"
"Tommy Pham",,"OF",616.6300048828125,484.29,-2.801730895710377,-8.593079730574296,-7.061486368783137,-0.9143302093769471,-6.0158507456575885,-25.386477950102346,11.45130565724698,-12.935172292855366,"2967"
"Justin Turner",,"1B/DH",539.1300048828125,524.243,-1.3060267098826681,-5.991282269597895,-6.3730107770391315,-3.5149493525037085,-5.539994717214103,-22.725263826237512,8.493548985612467,-13.231714840625047,"5235"
"Kyle Manzardo","CLE","DH",373.25,448.228,-3.019559063155867,-7.076391173024688,-6.284776049740187,-3.5781766845499625,-3.00226178804818,-22.961164758518887,8.493548985612467,-13.467615772906418,"29794"
"Jonny Deluca","TBR","OF",339.8299865722656,453.237,-4.413993888659327,-8.039909656244927,-8.592791343948315,0.2974704306199276,-5.283571964039209,-26.032796422271847,11.45130565724698,-13.581490765024869,"26365"
"Starling Marte","NYM","OF",365.1300048828125,404.435,0.19192186790601387,-9.67151314445807,-9.587848224464894,0.31475108810458774,-7.402381751956653,-26.155070164869016,11.45130565724698,-13.703764507622035,"9241"
"Spencer Horwitz","PIT","1B/2B",309.3800048828125,472.254,0.7625360778108202,-8.197149052344143,-7.476558664643227,-3.328136955139728,-6.522547864383848,-24.761856458700127,10.056927266314814,-13.704929192385311,"26477"
"Evan Carter","TEX","OF",287.3299865722656,460.693,-3.115299427695649,-8.25966904031941,-8.104814234946007,-0.9188217940864696,-5.8210596435794795,-26.219664140627014,11.45130565724698,-13.768358483380032,"27790"
"Jake Rogers","DET","C",504.1300048828125,356.522,-5.451983510348557,-10.972874098296579,-11.914547320146072,-3.6329196766433456,-5.729137482732188,-37.70146208816674,22.822155043891748,-13.879307044274993,"19452"
"Kyle Higashioka","TEX","C",387.2900085449219,290.25,-4.1445369310270905,-11.93964633431379,-13.069145271411179,-3.5019732419190404,-5.542094073633241,-38.19739585230434,22.822155043891748,-14.375240808412595,"5517"
"Nick Gonzales","PIT","2B",379.4200134277344,484.579,-0.0479386626223538,-7.524127245179174,-8.37973902605956,-2.437744764322131,-7.0961741246441905,-25.48572382282741,10.056927266314814,-14.428796556512596,"27490"
"Kyle Stowers","MIA","OF",511.9200134277344,485.983,-5.502717154896416,-6.460391891858382,-8.260712514224881,-3.445483435674892,-3.3400589138128156,-27.009363910467385,11.45130565724698,-14.558058253220404,"26151"
"Brayan Rocchio","CLE","SS",442.9599914550781,493.235,-2.5704605344178395,-8.551624073843366,-7.248831215367401,-0.2780952570600441,-7.086477233572872,-25.735488314261524,10.158323780259837,-14.577164534001689,"23690"
"Brett Baty","NYM","3B",490.9200134277344,457.249,-3.306734557117705,-7.332669411658045,-8.271508932411555,-3.5859436248091376,-4.436977886436075,-26.933834412432518,11.138599888427434,-14.795234524005084,"26123"
"J.P. Crawford","SEA","SS",413.7900085449219,590.862,-4.156920877680767,-7.481690433790293,-5.2042355292255635,-2.7775566927945388,-6.419178872089524,-26.03958240558068,10.158323780259837,-14.881258625320843,"15491"
"Otto Lopez","MIA","2B",320.2099914550781,446.186,2.132870303182208,-9.904230831763124,-9.668037620878067,0.3105400229249068,-9.004447637339993,-26.133305763874073,10.056927266314814,-15.076378497559258,"19608"
"Geraldo Perdomo","ARI","SS",459.8800048828125,482.953,-1.2541560273124812,-9.597297407773915,-6.88071933994594,0.18760999896954608,-8.694841188213626,-26.239403964276416,10.158323780259837,-15.081080184016574,"22799"
"Nick Fortes","MIA","C",636.5399780273438,337.236,-2.6139764832095365,-12.712155297864241,-12.677238290239957,-2.910936143605413,-8.069680113440002,-38.983986328359144,22.822155043891748,-15.1618312844674,"21538"
"Tirso Ornelas","SDP","OF",999,496.742,-3.0386065008498635,-7.400013855852174,-8.537732610201328,-2.7738760266834763,-5.996956537885355,-27.747185531472198,11.45130565724698,-15.295879874225214,"sa3004048"
"Jonah Heim","TEX","C",328.0799865722656,304.555,-2.6768052708139987,-12.696140114745168,-13.071660436981333,-3.6611489622942472,-7.249478149403064,-39.355232934237804,22.822155043891748,-15.533077890346053,"16930"
"LaMonte Wade Jr.","SFG","1B",471.25,466.772,-2.132072886226317,-7.902809074727965,-6.763816123687973,-3.400004690297223,-4.979364064287665,-25.178066839227146,8.493548985612467,-15.684517853614675,"18126"
"Jose Iglesias",,"2B/3B",690.8800048828125,482.017,1.614514447838915,-8.894460054591029,-8.708803855705884,-2.5491957982270868,-8.348395896201037,-26.886341156886118,10.056927266314814,-15.829413890571306,"10231"
"Miguel Amaya","CHC","C",392.4200134277344,285.47,-1.6406420579795964,-13.378445442509591,-13.15986917290316,-3.6701012314310413,-7.990104303922331,-39.839162208745726,22.822155043891748,-16.017007164853982,"21693"
"Travis d'Arnaud","LAA","C",410.1700134277344,257.915,-2.0957130300383278,-13.19024082680471,-14.138547487163216,-3.9294363495382,-6.917827981182655,-40.27176567472711,22.822155043891748,-16.44961063083536,"7739"
"Endy Rodriguez","PIT","C",386.5400085449219,300.923,-1.3481969142007386,-13.33808382137054,-13.427062528993035,-3.495235641748025,-8.682794915191417,-40.29137382150376,22.822155043891748,-16.46921877761201,"25332"
"Gavin Lux","CIN","2B",428.5400085449219,430.366,-0.7550530185738745,-9.365140380273404,-8.603639744889222,-2.11770886775228,-6.955317033459362,-27.796859044948146,10.056927266314814,-16.73993177863333,"19955"
"J.D. Martinez",,"DH",656.6699829101562,471.733,-3.9806746487281517,-6.1981956963950156,-7.952008929543944,-3.995346279734158,-4.15456344190027,-26.28078899630154,8.493548985612467,-16.787240010689064,"6184"
"Sal Frelick","MIL","OF",398,446.833,0.1942598704583944,-10.330089401964392,-9.616831608954362,-0.41169305499170744,-9.091571167080737,-29.255925362532807,11.45130565724698,-16.804619705285823,"29622"
"Mitch Garver","SEA","C/DH",498.75,306.335,-5.015670133216341,-12.453353020148983,-13.006408085063097,-4.003924231552932,-6.2196890061096335,-40.69904447609098,22.822155043891748,-16.876889432199242,"15161"
"Deyvison De Los Santos","MIA","1B/3B",392.2900085449219,384.61,-1.671144286948906,-8.725104414929518,-10.95476373738105,-3.736541411957798,-3.980315905725686,-29.06786975694296,11.138599888427434,-16.92926986851553,"sa3015168"
"Gio Urshela","OAK","3B",488.5,466.265,0.0232784396869173,-8.769167567736156,-9.506426236975411,-3.6522590514887816,-7.185747141887143,-29.090321558400575,11.138599888427434,-16.95172166997314,"10681"
"Freddy Fermin","KCR","C/DH",372.9599914550781,270.775,-0.5995557426654953,-13.917114864165175,-14.125234903738034,-3.835203559009893,-8.633809693731667,-41.110918763310266,22.822155043891748,-17.288763719418522,"21840"
"Mike Tauchman","CHW","OF/DH",483.6300048828125,458.806,-2.720651586709691,-11.200122142622964,-7.264790920585016,-1.878368147260696,-6.751378667455995,-29.815311464634362,11.45130565724698,-17.364005807387386,"15274"
"Andrew McCutchen","PIT","DH",652.5399780273438,461.508,-4.456259652886392,-7.826012591004579,-7.736336480908219,-2.5776433938143213,-4.8953392780534175,-27.491591396666927,8.493548985612467,-17.99804241105446,"9847"
"Carson Kelly","CHC","C",516.5800170898438,275.658,-2.4150457031718564,-13.827275550255957,-13.848266790515817,-3.7556936746247915,-8.12356383321107,-41.96984555177949,22.822155043891748,-18.147690507887745,"13620"
"Jose Trevino","CIN","C",652,239.872,-1.3567082018595986,-14.556590169704515,-14.947203208018514,-3.595706924097758,-8.4113768271217,-42.867585330802086,22.822155043891748,-19.04543028691034,"16725"
"Heston Kjerstad","BAL","OF/DH",337.25,362.398,-1.6068250546475615,-9.995106938326161,-10.694802981807896,-3.52028323949186,-5.791168602648054,-31.60818681692154,11.45130565724698,-19.15688115967455,"31166"
"Mark Canha",,"1B/OF/DH",674.1300048828125,420.858,-1.9773279072007004,-10.384951675777232,-9.257236907880165,-2.6240891581332764,-7.545788197848461,-31.78939384683984,11.45130565724698,-19.33808818959286,"11445"
"Harrison Bader",,"OF",494.5799865722656,349.875,-1.7978868202342018,-11.485374937567421,-11.630268632275786,0.5287633938468542,-7.432672738400259,-31.817439734630813,11.45130565724698,-19.366134077383833,"18030"
"Christian Vazquez","MIN","C",651.7899780273438,287.432,-2.2323949848596127,-14.349901434813798,-14.418319670108916,-3.377358836513154,-9.182893648006303,-43.56086857430178,22.822155043891748,-19.738713530410035,"9774"
"Lenyn Sosa","CHW","2B/3B",459.4200134277344,396.269,-1.209911686470515,-9.588826522902608,-11.249446973444568,-3.1813134645602603,-5.5875300766055505,-30.8170287239835,10.056927266314814,-19.76010145766869,"22896"
"Jose Siri","NYM","OF",474.0400085449219,368.167,-6.718664378784813,-10.098212704366153,-10.794253988000776,-0.0980826322761315,-4.731589000667622,-32.440802704095496,11.45130565724698,-19.98949704684852,"17452"
"Hyeseong Kim","LAD","2B",999,353.29,2.089384625437731,-12.400762274513708,-11.045094769211241,0.08919761990286351,-9.813103141071679,-31.080377939456035,10.056927266314814,-20.02345067314122,"sa3012639"
"Gary Sanchez","BAL","C/DH",526.4199829101562,232.947,-3.4049689475927774,-14.332707689147577,-14.868349868355942,-3.9857701484006616,-7.351197306872993,-43.942993960369954,22.822155043891748,-20.120838916478206,"11442"
"Austin Hays",,"OF",545.25,375.842,-1.6613048409597622,-10.224543053836303,-10.957934685389208,-3.116869605878495,-6.645260586045149,-32.60591277210892,11.45130565724698,-20.15460711486194,"19363"
